id,listing_url,name,host_id,street,neighbourhood,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,reviews_per_month,borough,english_translation,population,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bookings_per_month,high_availability
6873473,https://www.airbnb.com/rooms/6873473,Amsterdam Zimmer fr 2,27280608,"Grubbehoeve, Amsterdam, holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,holland,1103,Netherlands,52.32236611,4.972838389,Apartment,Private room,2,1,1,1,Real Bed,60,,,,,1,35,1,1125,350,1.27,Zuidoost,Southeast Amsterdam,83743,3,2015-06-26,2015-07-06,87,9,10,9,10,9,9,2.54,true
7131573,https://www.airbnb.com/rooms/7131573,"Bright room, green park, arty flat!",30039084,"Gouden Leeuw, Amsterdam Zuid-Oost, Noord-Holland 1103 KX, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1103 KX,Netherlands,52.32466336,4.974472865,Apartment,Private room,4,1,1,2,Real Bed,62,415,1460,,10,2,5,1,1125,46,7.5,Zuidoost,Southeast Amsterdam,83743,15,2015-07-07,2015-08-26,89,9,10,10,10,9,9,15,false
1236080,https://www.airbnb.com/rooms/1236080,Studio Diemerbos,5159981,"Geerdinkhof, Amsterdam-Zuidoost, North Holland 1103 RK, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103 RK,Netherlands,52.32689147,4.980092559,Apartment,Private room,2,1,1,1,Real Bed,105,,,,10,1,0,1,1125,89,,Zuidoost,Southeast Amsterdam,83743,0,,,,,,,,,,,false
6664829,https://www.airbnb.com/rooms/6664829,Your spot of paradise in Amsterdam!,34887518,"Kantershof, Amsterdam Zuid-Oost, Noord-Holland 1104 GL, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1104 GL,Netherlands,52.32042006,4.990763723,House,Private room,2,1.5,1,1,Real Bed,49,,,,15,1,0,1,1125,330,6.07,Zuidoost,Southeast Amsterdam,83743,17,2015-06-12,2015-08-30,84,9,10,10,10,8,9,12.14,true
3951418,https://www.airbnb.com/rooms/3951418,"cute clean room for rent!! ",20393437,"Groeneveen, Amsterdam-Zuidoost, North Holland 1103 EK, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103 EK,Netherlands,52.32018744,4.974145263,Apartment,Private room,2,1,1,2,Real Bed,36,,,,,1,16,1,2,250,1.79,Zuidoost,Southeast Amsterdam,83743,22,2014-09-01,2015-08-24,90,9,10,10,10,8,9,3.58,true
6117693,https://www.airbnb.com/rooms/6117693,Relax Room + Wifi,19765075,"Harrit Freezerstraat, Amsterdam Zuid-Oost, Noord-Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1103,Netherlands,52.32325379,4.971602828,Apartment,Private room,3,1,1,1,Real Bed,100,,,100,25,2,25,1,1125,108,0.24,Zuidoost,Southeast Amsterdam,83743,1,2015-05-03,2015-05-03,80,8,6,10,10,8,6,0.48,false
2508498,https://www.airbnb.com/rooms/2508498,Comfortable  room for 1 or 2 people,12839939,"Geerdinkhofweg, Amsterdam-Zuidoost, North Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103,Netherlands,52.3258179,4.98084748,Bed & Breakfast,Private room,2,1.5,1,2,Real Bed,60,400,1100,100,20,1,10,1,1125,245,0.36,Zuidoost,Southeast Amsterdam,83743,6,2014-04-22,2015-08-18,83,10,10,9,8,8,8,0.72,true
6908304,https://www.airbnb.com/rooms/6908304,Lockable room with free parking,15770150,"Kantershof, Amsterdam Zuid-Oost, Noord-Holland 1104, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1104,Netherlands,52.32224065,4.986591613,House,Private room,2,1.5,1,2,Real Bed,40,260,,100,20,1,20,3,1125,339,1.34,Zuidoost,Southeast Amsterdam,83743,3,2015-06-30,2015-08-04,80,9,9,8,9,7,8,2.68,true
3838786,https://www.airbnb.com/rooms/3838786,Relaxing room + Wi-Fi,19765075,"Harrit Freezerstraat, Amsterdam-Zuidoost, North Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103,Netherlands,52.32411338,4.972732719,Apartment,Private room,3,1,1,1,Real Bed,50,,,100,20,2,25,1,1125,358,0.55,Zuidoost,Southeast Amsterdam,83743,7,2014-08-18,2015-08-07,60,7,6,7,8,5,5,1.1,true
4402514,https://www.airbnb.com/rooms/4402514,"12,5m2 privet room in a nice flat",22670971,"Grubbehoeve, Amsterdam-Zuidoost, North Holland 1103 GZ, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103 GZ,Netherlands,52.32075381,4.975741187,Apartment,Private room,1,1,1,1,Real Bed,35,,,,,1,0,4,60,305,0.61,Zuidoost,Southeast Amsterdam,83743,6,2014-11-11,2015-08-18,92,10,10,10,9,8,10,1.22,true
7706472,https://www.airbnb.com/rooms/7706472,Spacious With A Beautiful View,38310525,"Grubbehoeve, Amsterdam Zuid-Oost, Noord-Holland 1103 GZ, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1103 GZ,Netherlands,52.32178256,4.978351405,Apartment,Entire home/apt,6,1,2,3,Real Bed,119,709,,149,39,4,10,1,1125,311,4,Zuidoost,Southeast Amsterdam,83743,4,2015-08-13,2015-08-28,90,10,10,10,10,9,10,8,true
7046849,https://www.airbnb.com/rooms/7046849,Lovely room in South East Amsterdam,36953379,"Clara Zetkinstraat, Amsterdam Zuid-Oost, NH 1103 DH, Netherlands",Bijlmer-Oost,Amsterdam,NH,1103 DH,Netherlands,52.32231416,4.961593513,House,Private room,2,1,1,1,Real Bed,45,,,,,1,0,1,1125,245,1.43,Zuidoost,Southeast Amsterdam,83743,3,2015-07-03,2015-08-19,100,10,8,10,10,8,9,2.86,true
6686932,https://www.airbnb.com/rooms/6686932,2/3/4 PERS ROOM AMSTERDAM ZUID-OOST,34999599,"Kikkenstein, Amsterdam Zuid-Oost, Noord-Holland 1104 TW, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1104 TW,Netherlands,52.31909761,4.972880665,Apartment,Private room,4,1,1,3,Real Bed,65,450,1250,,15,2,10,5,60,332,1.22,Zuidoost,Southeast Amsterdam,83743,2,2015-07-17,2015-08-05,50,7,5,5,7,2,3,2.44,true
2942229,https://www.airbnb.com/rooms/2942229,An stylish room in a green area,1271678,"Groenhoven, Amsterdam-Zuidoost, North Holland 1103 LH, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103 LH,Netherlands,52.32454814,4.975968403,Apartment,Private room,2,1,1,2,Real Bed,49,,,100,20,1,0,2,60,301,5.16,Zuidoost,Southeast Amsterdam,83743,83,2014-05-10,2015-08-24,93,10,10,10,10,8,9,10.32,true
3837203,https://www.airbnb.com/rooms/3837203,Spacious room + Wi-Fi,19765075,"Harrit Freezerstraat, Amsterdam-Zuidoost, North Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103,Netherlands,52.32370693,4.971764678,Apartment,Private room,5,1,1,2,Real Bed,100,,,100,30,4,25,1,1125,365,0.39,Zuidoost,Southeast Amsterdam,83743,4,2014-11-02,2015-07-19,45,5,6,7,8,6,5,0.78,true
2630307,https://www.airbnb.com/rooms/2630307," Mooie ruime  appartement ",13473450,"Efua Sutherlandstraat, Amsterdam-Zuidoost, North Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103,Netherlands,52.3221052,4.966408805,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,,,200,60,1,50,4,1125,365,0.55,Zuidoost,Southeast Amsterdam,83743,9,2014-05-02,2015-06-01,100,9,9,10,10,8,9,1.1,true
6060038,https://www.airbnb.com/rooms/6060038,Comfortable Room + Wi-Fi,19765075,"Harrit Freezerstraat, Amsterdam Zuid-Oost, Noord-Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1103,Netherlands,52.32244486,4.971735014,Apartment,Private room,6,1,1,3,Real Bed,125,,,150,30,5,25,1,1125,112,0.24,Zuidoost,Southeast Amsterdam,83743,1,2015-05-04,2015-05-04,100,10,10,10,10,10,10,0.48,false
3905287,https://www.airbnb.com/rooms/3905287,Bed&Breakfast Thea/free parking,16567328,"A.A. de Lannoy-Willemsstraat, Amsterdam-Zuidoost, North Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103,Netherlands,52.31978425,4.962587247,Bed & Breakfast,Private room,2,2,1,1,Real Bed,62,,,100,8,1,10,1,1125,338,3.12,Zuidoost,Southeast Amsterdam,83743,39,2014-08-25,2015-08-17,85,9,9,9,9,8,9,6.24,true
2784149,https://www.airbnb.com/rooms/2784149,Lovely room with free parking,12839939,"Geerdinkhof, Amsterdam Zuid-Oost, Noord-Holland 1103, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1103,Netherlands,52.32547346,4.982230097,House,Private room,2,1.5,1,1,Real Bed,70,,,,15,1,10,1,1125,331,0.36,Zuidoost,Southeast Amsterdam,83743,6,2014-04-22,2015-04-28,80,8,8,8,9,7,8,0.72,true
7303805,https://www.airbnb.com/rooms/7303805,Cozy room in the SE of Amsterdam,23023786,"Clara Zetkinstraat, Amsterdam Zuid-Oost, Noord-Holland 1103 DH, Netherlands",Bijlmer-Oost,Amsterdam,Noord-Holland,1103 DH,Netherlands,52.32211295,4.962641105,House,Private room,2,1,1,1,Real Bed,45,280,,,,1,0,1,1125,27,3.26,Zuidoost,Southeast Amsterdam,83743,5,2015-07-21,2015-08-18,80,8,5,10,9,8,9,6.52,false
5362748,https://www.airbnb.com/rooms/5362748,Great room south of Amsterdam!,27800005,"Clara Zetkinstraat, Amsterdam-Zuidoost, North Holland 1103 DH, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1103 DH,Netherlands,52.32263415,4.960662733,House,Private room,2,1,1,1,Real Bed,42,,,,,1,0,1,1125,243,2.94,Zuidoost,Southeast Amsterdam,83743,5,2015-07-16,2015-08-17,72,9,6,9,10,9,8,5.88,false
3719167,https://www.airbnb.com/rooms/3719167,Big room in Adam,18991270,"Komijnstraat, Amsterdam-Zuidoost, North Holland 1104, Netherlands",Bijlmer-Oost,Amsterdam,North Holland,1104,Netherlands,52.31671072,4.986617637,House,Private room,2,1,1,1,Real Bed,59,350,995,150,20,2,20,5,1125,338,0.55,Zuidoost,Southeast Amsterdam,83743,7,2014-08-17,2015-08-15,89,9,9,10,10,7,9,1.1,true
7241009,https://www.airbnb.com/rooms/7241009,Family House nearby city centre,2802365,"G.J. Scheurleerweg, Amsterdam, Noord-Holland 1034, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1034,Netherlands,52.40774818,4.933144006,House,Entire home/apt,4,1,3,4,Real Bed,180,,,350,50,1,0,5,1125,285,,Noord,North Amsterdam,88196,0,,,,,,,,,,,true
5121714,https://www.airbnb.com/rooms/5121714,200m2 met grote tuin en boomhut!,1122647,"Buiksloterdijk, Amsterdam, Noord-Holland 1025 WD, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1025 WD,Netherlands,52.39780528,4.924147227,House,Entire home/apt,5,2,4,5,Real Bed,180,1100,,300,75,1,0,4,19,0,2.05,Noord,North Amsterdam,88196,3,2015-07-22,2015-08-08,93,10,9,10,10,9,9,4.1,false
4773154,https://www.airbnb.com/rooms/4773154," Apartment in Amsterdam",16176192,"Bovenover, Amsterdam, Noord-Holland 1025 JH, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1025 JH,Netherlands,52.39598317,4.930587751,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,450,900,,10,1,0,1,365,92,0.67,Noord,North Amsterdam,88196,4,2015-03-09,2015-04-06,100,10,10,10,10,9,10,1.34,false
2613187,https://www.airbnb.com/rooms/2613187,B&B  DE ZWARTE KAT,13381627,"Schoorlstraat, Amsterdam, North Holland 1024 PS, Netherlands",Noord-Oost,Amsterdam,North Holland,1024 PS,Netherlands,52.3944978,4.945398676,Bed & Breakfast,Private room,2,1,1,1,Real Bed,68,,,,,1,0,2,1125,327,2.55,Noord,North Amsterdam,88196,44,2014-04-05,2015-08-20,93,9,9,10,10,9,9,5.1,true
8023443,https://www.airbnb.com/rooms/8023443,Comfy room for one or two,36822577,"Pettenstraat, Amsterdam, NH 1024 CR, Netherlands",Noord-Oost,Amsterdam,NH,1024 CR,Netherlands,52.39869329,4.95499244,House,Private room,2,1,1,1,Real Bed,55,,,,5,1,0,1,1125,311,,Noord,North Amsterdam,88196,0,,,,,,,,,,,true
4647841,https://www.airbnb.com/rooms/4647841,"Quick to Central Station,  15 min.",24060635,"Werengouw, Amsterdam, Noord-Holland 1024 NZ, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024 NZ,Netherlands,52.39357127,4.946190057,Apartment,Private room,2,1,1,1,Real Bed,48,319,1175,,15,1,0,2,1125,256,1,Noord,North Amsterdam,88196,1,2015-08-20,2015-08-20,100,10,8,10,10,8,10,2,true
1721904,https://www.airbnb.com/rooms/1721904,Flexy stay at our Amsterdam house,9048074,"Grootslagstraat, Amsterdam, Noord-Holland 1024, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024,Netherlands,52.39802116,4.958331299,House,Entire home/apt,4,1,3,4,Real Bed,90,560,2250,400,50,2,25,4,120,353,,Noord,North Amsterdam,88196,0,,,,,,,,,,,true
966348,https://www.airbnb.com/rooms/966348,Homey w/ garden & close to center,2890904,"Olof Palmeplein, Amsterdam, North Holland 1025 WS, Netherlands",Noord-Oost,Amsterdam,North Holland,1025 WS,Netherlands,52.39735707,4.941492898,Apartment,Entire home/apt,4,1,1,2,Futon,100,625,,,,1,0,2,15,247,0.37,Noord,North Amsterdam,88196,6,2014-05-10,2015-07-28,97,10,10,10,10,8,10,0.74,true
7628678,https://www.airbnb.com/rooms/7628678,Citylife meets countryside,40017326,"Jisperveldstraat, Amsterdam, Noord-Holland 1024 BA, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024 BA,Netherlands,52.40118633,4.95093609,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,140,,,,,1,0,1,1125,9,,Noord,North Amsterdam,88196,0,,,,,,,,,,,false
4169219,https://www.airbnb.com/rooms/4169219,Apartment with sunny garden!,21634661,"Katrijpstraat, Amsterdam, North Holland 1024, Netherlands",Noord-Oost,Amsterdam,North Holland,1024,Netherlands,52.39173448,4.95297445,Apartment,Entire home/apt,4,1,1,2,Real Bed,90,,,90,30,2,20,3,1125,357,0.81,Noord,North Amsterdam,88196,9,2014-10-06,2015-07-01,85,9,9,9,9,8,8,1.62,true
6303583,https://www.airbnb.com/rooms/6303583,Family house in child-friendly area,32508365,"C. Kruyswijkstraat, Amsterdam, NH 1022, Netherlands",Noord-Oost,Amsterdam,NH,1022,Netherlands,52.40700508,4.93350807,House,Entire home/apt,5,1,4,5,Real Bed,120,,,200,40,4,25,2,7,84,0.73,Noord,North Amsterdam,88196,1,2015-07-25,2015-07-25,100,10,10,10,10,8,10,1.46,false
6659998,https://www.airbnb.com/rooms/6659998,"AMSTERDAM , Heerlijk slapen",32294984,"G.J. Scheurleerweg, Amsterdam, Noord-Holland 1022 KL, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1022 KL,Netherlands,52.40696229,4.929484382,House,Private room,2,1,1,1,Real Bed,68,399,,350,10,0,0,3,6,0,1,Noord,North Amsterdam,88196,1,2015-08-16,2015-08-16,80,10,8,10,10,10,10,2,false
7024803,https://www.airbnb.com/rooms/7024803,cozy room in Amsterdam,36822577,"Pettenstraat, Amsterdam, Noord-Holland 1024CR, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024CR,Netherlands,52.39662692,4.953930779,House,Private room,1,1,1,1,Real Bed,35,,,,5,1,5,1,2,135,6.35,Noord,North Amsterdam,88196,11,2015-07-14,2015-08-29,85,8,8,9,10,8,9,12.7,false
5766152,https://www.airbnb.com/rooms/5766152,Boat house just outside Amsterdam,29915748,"Durgerdammerdijk, Amsterdam, 1026, Netherlands",Noord-Oost,Amsterdam,nan,1026,Netherlands,52.37590166,4.976176669,Boat,Entire home/apt,5,1,4,4,Real Bed,220,,,250,50,1,0,5,13,137,,Noord,North Amsterdam,88196,0,,,,,,,,,,,false
1362388,https://www.airbnb.com/rooms/1362388,A310 Spacious authentic Houseboat,3327797,"Durgerdammerdijk, Amsterdam, North Holland 1026 BX, Netherlands",Noord-Oost,Amsterdam,North Holland,1026 BX,Netherlands,52.37671792,4.979787547,Boat,Entire home/apt,12,,3,10,Real Bed,395,,,,,6,67,2,365,0,,Noord,North Amsterdam,88196,0,,,,,,,,,,,false
6858428,https://www.airbnb.com/rooms/6858428,Romantic Houseboat,6199288,"Schellingwouderdijk 372a, Amsterdam, Noord-Holland 1023NM, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1023NM,Netherlands,52.38174634,4.967196919,Boat,Entire home/apt,2,1,0,1,Real Bed,80,500,,,,1,0,2,1125,317,1.2,Noord,North Amsterdam,88196,2,2015-07-16,2015-08-19,90,10,10,10,10,10,9,2.4,true
3637400,https://www.airbnb.com/rooms/3637400,Nice & cosy roomnear the citycenter,9110671,"Loenermark, Amsterdam, Noord-Holland 1025 TN, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1025 TN,Netherlands,52.39946352,4.928920036,Apartment,Private room,2,1,1,1,Real Bed,45,250,,130,10,2,10,2,1125,286,5.41,Noord,North Amsterdam,88196,11,2015-07-05,2015-08-31,91,9,9,10,10,8,9,10.82,true
3838546,https://www.airbnb.com/rooms/3838546,Beautiful room + Wi-Fi,19768980,"ijdoornlaan, Amsterdam, Noord-Holland 1024km, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024km,Netherlands,52.39288285,4.954859421,Apartment,Private room,3,1,1,1,Real Bed,35,,,140,28,2,35,1,1125,259,0.37,Noord,North Amsterdam,88196,4,2014-10-19,2015-05-24,30,5,5,5,7,3,3,0.74,true
3838642,https://www.airbnb.com/rooms/3838642,Cozy room +  Wi-Fi,19768980,"ijdoornlaan, Amsterdam, Noord-Holland 1024km, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024km,Netherlands,52.39384371,4.955049067,Apartment,Private room,2,1,1,1,Real Bed,35,,,140,28,1,0,1,1125,248,0.45,Noord,North Amsterdam,88196,5,2014-10-05,2015-04-30,55,7,7,5,8,6,6,0.9,true
5997134,https://www.airbnb.com/rooms/5997134,"Great well styled ship ",25745744,"Schellingwouderdijk, Amsterdam, Noord-Holland 1026, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1026,Netherlands,52.37867861,4.970278888,Boat,Entire home/apt,2,1,1,1,Real Bed,110,,,300,50,1,0,1,1125,245,1.02,Noord,North Amsterdam,88196,3,2015-06-08,2015-06-16,93,9,9,10,10,9,9,2.04,true
3462884,https://www.airbnb.com/rooms/3462884,Private modern room + Sunny terrace,11969034,"H. Cleyndertweg, Amsterdam, North Holland 1025 dp, Netherlands",Noord-Oost,Amsterdam,North Holland,1025 dp,Netherlands,52.40383082,4.938426697,Apartment,Private room,2,1.5,1,1,Real Bed,67,420,1590,91,10,2,0,3,34,117,4.16,Noord,North Amsterdam,88196,59,2014-07-07,2015-08-30,98,10,10,10,10,9,10,8.32,false
2370541,https://www.airbnb.com/rooms/2370541,Modern House & Room,6330747,"IJdoornlaan, Amsterdam, North Holland 1024 KM, Netherlands",Noord-Oost,Amsterdam,North Holland,1024 KM,Netherlands,52.39375214,4.956928382,Apartment,Private room,3,1.5,1,2,Real Bed,44,350,1200,,15,1,30,2,90,315,2.18,Noord,North Amsterdam,88196,38,2014-03-31,2015-08-15,94,10,10,10,10,9,10,4.36,true
1358042,https://www.airbnb.com/rooms/1358042,"Woonboot in Amsterdam, Free parking",7371529,"Schellingwouderdijk, Amsterdam, North Holland 1023, Netherlands",Noord-Oost,Amsterdam,North Holland,1023,Netherlands,52.38281122,4.966894741,Boat,Entire home/apt,2,1,1,1,Real Bed,60,350,1350,,,1,0,2,1125,291,4.65,Noord,North Amsterdam,88196,115,2013-08-23,2015-08-20,98,10,10,10,10,9,10,9.3,true
5707655,https://www.airbnb.com/rooms/5707655,Lovely Room with Garden,29591818,"Amerbos, Amsterdam, Noord-Holland 1025 ZC, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1025 ZC,Netherlands,52.40438119,4.941818136,Bed & Breakfast,Private room,3,1,1,3,Real Bed,85,450,1407,,,2,25,2,1125,319,2.38,Noord,North Amsterdam,88196,12,2015-04-06,2015-08-27,97,9,10,10,10,9,10,4.76,true
6850043,https://www.airbnb.com/rooms/6850043,gerenoveerd woonschip-tjalk (1908),24350341,"Schellingwouderdijk, Amsterdam, Noord-Holland 1023nm, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1023nm,Netherlands,52.3817751,4.965553701,Boat,Entire home/apt,4,1,3,4,Real Bed,99,599,,,20,2,20,3,1125,182,1.29,Noord,North Amsterdam,88196,3,2015-06-26,2015-08-23,100,10,10,10,10,9,10,2.58,false
595898,https://www.airbnb.com/rooms/595898,Romantic houseboat in Amsterdam,2911119,"Schellingwouderdijk, Amsterdam, Noord-Holland 1026, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1026,Netherlands,52.37877162,4.971136445,Boat,Entire home/apt,3,1,1,1,Real Bed,90,630,,,,2,20,2,14,156,0.45,Noord,North Amsterdam,88196,16,2012-10-02,2015-08-22,96,10,9,10,10,9,9,0.9,false
4697911,https://www.airbnb.com/rooms/4697911,family home in Amsterdam,16626677,"Grootslagstraat, Amsterdam, Noord-Holland 1024 EZ, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024 EZ,Netherlands,52.3991273,4.953999698,House,Entire home/apt,6,1.5,4,6,Real Bed,100,600,,,,1,0,5,1125,218,0.61,Noord,North Amsterdam,88196,5,2015-01-02,2015-08-05,88,8,7,10,10,9,9,1.22,false
5216536,https://www.airbnb.com/rooms/5216536,"Loft in parc in front of a pond ",9830464,"Het Laagt, Amsterdam, Noord-Holland 1025 GH, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1025 GH,Netherlands,52.39560915,4.934592034,Loft,Entire home/apt,2,1,1,1,Real Bed,112,666,2352,,30,1,25,2,21,361,1.97,Noord,North Amsterdam,88196,9,2015-04-20,2015-08-04,93,10,9,10,10,9,10,3.94,true
2224816,https://www.airbnb.com/rooms/2224816,"Modern apartment with great view ",11353515,"Het Breed, Amsterdam, North Holland 1025 HX, Netherlands",Noord-Oost,Amsterdam,North Holland,1025 HX,Netherlands,52.39912293,4.94353482,Apartment,Entire home/apt,3,1,1,2,Real Bed,140,1000,2500,100,15,1,0,2,1125,361,1.83,Noord,North Amsterdam,88196,28,2014-06-01,2015-08-03,96,10,10,10,10,9,9,3.66,true
5124214,https://www.airbnb.com/rooms/5124214,Best of both; city & countryside!,9261270,"Grote Diestraat, Amsterdam, Noord-Holland 1023 ZE, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1023 ZE,Netherlands,52.39414941,4.93528881,House,Entire home/apt,4,1,3,3,Real Bed,100,550,1750,,,1,0,6,20,244,,Noord,North Amsterdam,88196,0,,,,,,,,,,,true
3447998,https://www.airbnb.com/rooms/3447998,Unique architects house on a dike,17376998,"Schellingwouderdijk, Amsterdam, North Holland 1023 NE, Netherlands",Noord-Oost,Amsterdam,North Holland,1023 NE,Netherlands,52.38673472,4.959109987,House,Entire home/apt,4,1,3,3,Real Bed,130,880,,100,40,4,50,3,10,302,1.76,Noord,North Amsterdam,88196,3,2015-07-15,2015-07-30,100,10,10,10,10,10,9,3.52,true
7707862,https://www.airbnb.com/rooms/7707862,2 bedroom apartment long-term,3006640,"Dijkmanshuizenstraat, Amsterdam, Noord-Holland 1024XR, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1024XR,Netherlands,52.3978649,4.958749684,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,,1500,500,20,1,0,1,1125,296,,Noord,North Amsterdam,88196,0,,,,,,,,,,,true
7801735,https://www.airbnb.com/rooms/7801735,Large private room in nearby center,14076195,"Loenermark, Amsterdam, Noord-Holland 1025 ST, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1025 ST,Netherlands,52.39709915,4.930526142,Apartment,Private room,2,1,1,1,Real Bed,45,,,,,1,10,1,1125,309,1,Noord,North Amsterdam,88196,1,2015-08-17,2015-08-17,100,10,10,10,10,10,10,2,true
5409737,https://www.airbnb.com/rooms/5409737,cottage in Amsterdam,3966217,"Durgerdammerdijk, Amsterdam, Noord-Holland 1026 CE, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1026 CE,Netherlands,52.3779578,4.991013738,Cabin,Entire home/apt,2,1,0,1,Real Bed,95,,,,35,1,0,2,1125,354,0.43,Noord,North Amsterdam,88196,1,2015-06-26,2015-06-26,100,10,10,10,10,10,10,0.86,true
7769055,https://www.airbnb.com/rooms/7769055,"""Back House"", Amsterdam-Durgerdam",337655,"Durgerdammerdijk, Amsterdam, Noord-Holland 1026 CH, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1026 CH,Netherlands,52.37934389,4.992835191,House,Entire home/apt,4,1,2,2,Real Bed,100,,,100,30,1,0,3,1125,350,3,Noord,North Amsterdam,88196,3,2015-08-23,2015-08-30,93,10,10,10,10,9,9,6,true
3327727,https://www.airbnb.com/rooms/3327727,Modern Family Home - Eternal Youth!,5800745,"Eeuwige Jeugdlaan, Amsterdam, Noord-Holland 1022, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1022,Netherlands,52.40708817,4.933223652,House,Entire home/apt,4,1,3,3,Real Bed,100,,,,,4,0,5,20,57,0.15,Noord,North Amsterdam,88196,2,2014-08-11,2015-07-22,90,10,10,10,10,9,9,0.3,false
7822985,https://www.airbnb.com/rooms/7822985,Luxury appartment 4 persons,29591818,"Amerbos, Amsterdam, Noord-Holland 1025 ZC, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1025 ZC,Netherlands,52.40238962,4.942974959,House,Entire home/apt,4,1,2,4,Real Bed,200,1000,3000,200,,1,0,4,1125,81,,Noord,North Amsterdam,88196,0,,,,,,,,,,,false
1338633,https://www.airbnb.com/rooms/1338633,Green Space and Calm in Amsterdam,7259166,"Ilperveldstraat, Amsterdam, North Holland 1024 PG, Netherlands",Noord-Oost,Amsterdam,North Holland,1024 PG,Netherlands,52.39446585,4.945133847,Apartment,Private room,1,1,1,1,Real Bed,55,325,,,,0,0,3,14,340,0.88,Noord,North Amsterdam,88196,21,2013-09-15,2015-08-27,93,10,10,9,10,9,9,1.76,true
3990045,https://www.airbnb.com/rooms/3990045,"Groot, modern, mooi gezinshuis.",7736832,"H. Stolleplantsoen, Amsterdam, North Holland 1022, Netherlands",Noord-Oost,Amsterdam,North Holland,1022,Netherlands,52.40842473,4.934696988,House,Entire home/apt,5,1,3,3,Real Bed,200,1500,,,,4,0,1,1125,142,0.54,Noord,North Amsterdam,88196,2,2015-05-17,2015-08-22,100,10,10,10,10,8,9,1.08,false
6611814,https://www.airbnb.com/rooms/6611814,Your own birdsnest on wheels,3040748,"Termieterweg, Amsterdam, Noord-Holland 1027AD, Netherlands",Noord-Oost,Amsterdam,Noord-Holland,1027AD,Netherlands,52.41324445,4.94615286,House,Entire home/apt,2,1,1,2,Real Bed,68,,,,,2,10,2,1125,195,3.41,Noord,North Amsterdam,88196,10,2015-06-09,2015-09-01,92,10,9,10,10,9,9,6.82,false
